id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,region_admin,segment_client,canal_acquisition,date_debut,date_fin,est_actif
2485,C1012,Samira Lahlou,,f,Marrakech,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2486,C2628,Soufiane Chraibi,35-44,m,Fès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2487,C3634,Hassan Sabri,35-44,m,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2488,C1409,Rachid Tazi,25-34,m,Fès,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2489,C2198,Amina Tahiri,45-54,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2490,C4782,Mehdi Guessous,65+,m,Kénitra,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2491,C1068,Fatima Chraibi,45-54,f,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2492,C1920,Ilyas Chaoui,18-24,m,Béni Mellal,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2493,C0936,Amine Chaoui,55-64,m,Fès,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
2494,C2769,Khadija Filali,35-44,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2495,C5121,Hanane Rahmani,45-54,f,Meknès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2496,C0978,Abdel Fassi,45-54,m,Agadir,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2497,C1215,Ghita Kettani,65+,f,Agadir,Non renseignée,Silver,Email Marketing,2026-04-24,9999-12-31,True
2498,C4084,Loubna Berrada,65+,f,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2499,C2252,Reda Naciri,55-64,m,El Jadida,Non renseignée,Silver,Bouche-à-oreille,2026-04-24,9999-12-31,True
2500,C0330,Nabil Sabri,18-24,m,Casablanca,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2501,C1144,Meryem Tahiri,35-44,f,Nador,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2502,C4599,Hamza Filali,65+,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2503,C4121,Hanane Bennani,45-54,f,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2504,C1862,Hajar Kettani,55-64,f,Salé,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2505,C3406,Khalid Squalli,25-34,m,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2506,C1219,Salma Mernissi,65+,f,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2507,C2119,Omar Chraibi,45-54,m,Béni Mellal,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2508,C3980,Omar Idrissi,45-54,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2509,C1982,Abdel Sabri,45-54,m,Béni Mellal,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2510,C0160,Soufiane Idrissi,25-34,m,Agadir,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2511,C3883,Hamza Fassi,35-44,m,Rabat,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
2512,C3365,Nadia Bouzid,55-64,f,Salé,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2513,C3203,Mehdi Chaoui,65+,m,Béni Mellal,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2514,C1854,Youssef Alaoui,65+,m,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2515,C2565,Amine Ouazzani,25-34,m,Tanger,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2516,C0689,Brahim Benkirane,25-34,m,Marrakech,Non renseignée,Silver,Email Marketing,2026-04-24,9999-12-31,True
2517,C3176,Zineb Ouazzani,65+,f,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2518,C2645,Amine Fassi,65+,m,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2519,C1277,Soufiane Kettani,55-64,m,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2520,C2649,Mohammed El Khoury,35-44,m,Oujda,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
2521,C2768,Houda El Amrani,55-64,f,Tanger,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2522,C1886,Salma Guessous,45-54,f,Oujda,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2523,C3486,Salma Idrissi,55-64,f,Fès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2524,C1266,Imane Berrada,55-64,f,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2525,C3487,Houda Ziani,35-44,f,Béni Mellal,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2526,C4367,Amina Idrissi,25-34,f,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2527,C0352,Ahmed Tahiri,45-54,m,Tétouan,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2528,C1607,Aicha Sabri,45-54,f,Casablanca,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
2529,C2233,Houda Ziani,65+,f,El Jadida,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2530,C0123,Hajar Tahiri,18-24,f,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2531,C4947,Zineb Regragui,35-44,f,Tanger,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2532,C3258,Houda Squalli,25-34,f,Kénitra,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2533,C3834,Soufiane Chaoui,55-64,m,Fès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2534,C3829,Rachid Chraibi,25-34,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2535,C2801,Ahmed Berrada,55-64,m,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2536,C2024,Brahim Filali,45-54,m,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2537,C3685,Khadija Guessous,65+,f,Oujda,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
2538,C4537,Ghita Chraibi,,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2539,C1066,Aicha Regragui,18-24,f,El Jadida,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
2540,C4812,Hamza Benslimane,25-34,m,Meknès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2541,C0607,Aicha Tazi,35-44,f,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2542,C2622,Amine Alaoui,55-64,m,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2543,C2430,Wiam Rahmani,45-54,f,Mohammedia,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2544,C3666,Omar Moussaoui,45-54,m,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2545,C1067,Noura Regragui,65+,f,Tanger,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2546,C1349,Nabil Tahiri,35-44,m,Béni Mellal,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2547,C0705,Khadija Mernissi,65+,f,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2548,C3871,Omar Alaoui,65+,m,Salé,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2549,C4774,Adil Berrada,65+,m,Tanger,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2550,C2063,Omar Regragui,25-34,m,Salé,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2551,C2268,Salma Ouazzani,45-54,f,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2552,C4020,Amina Idrissi,65+,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2553,C1093,Sara Mernissi,35-44,f,Salé,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
2554,C3344,Youssef Chaoui,25-34,m,El Jadida,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2555,C3339,Samir Bennani,18-24,m,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2556,C1084,Zakaria Mansouri,55-64,m,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2557,C4687,Omar Mernissi,55-64,m,Agadir,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
2558,C0147,Salma Ouazzani,65+,f,Marrakech,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2559,C2744,Laila Tahiri,65+,f,Oujda,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2560,C3894,Hamza Squalli,55-64,m,Fès,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
2561,C2718,Mehdi Chraibi,45-54,m,Salé,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2562,C2093,Mohammed Bouzid,55-64,m,Tanger,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
2563,C2550,Abdel Naciri,35-44,m,Agadir,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2564,C4007,Karim Mansouri,<18,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2565,C2956,Hajar Tazi,35-44,f,Fès,Non renseignée,Silver,Référencement,2026-04-24,9999-12-31,True
2566,C5057,Adil Regragui,35-44,f,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2567,C1247,Noura Lahlou,18-24,f,Béni Mellal,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2568,C2950,Amine Regragui,55-64,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2569,C1570,Wiam Tahiri,35-44,f,Tétouan,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2570,C2573,Laila El Amrani,35-44,f,Rabat,Non renseignée,Silver,Facebook,2026-04-24,9999-12-31,True
2571,C1681,Sara Alaoui,55-64,f,Tanger,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2572,C4198,Hamza Naciri,65+,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2573,C1788,Rachid Lahlou,65+,m,Tanger,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2574,C3705,Samir Chaoui,35-44,m,Tanger,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2575,C1030,Imane El Amrani,65+,f,Tanger,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
2576,C0597,Reda Mansouri,45-54,m,Marrakech,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
2577,C4873,Aicha Idrissi,65+,f,Nador,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2578,C0786,Abdel Sabri,25-34,m,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2579,C3341,Houda Kettani,65+,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2580,C2608,Ghita Mernissi,35-44,f,Marrakech,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2581,C1918,Samir Regragui,25-34,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2582,C1353,Mohammed Mansouri,25-34,m,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2583,C1396,Houda Berrada,18-24,f,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2584,C4345,Fatima Benkirane,65+,f,Tétouan,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2585,C4216,Laila Sabri,45-54,f,Meknès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2586,C2021,Khalid Regragui,<18,m,Tanger,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2587,C0260,Samira Sabri,55-64,f,Béni Mellal,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2588,C3117,Ghita Sabri,65+,f,Kénitra,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2589,C2449,Brahim Fassi,65+,m,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2590,C4879,Samira Hakimi,18-24,f,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2591,C2541,Sanaa Rahmani,65+,f,Meknès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2592,C4654,Brahim Tahiri,55-64,m,Casablanca,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
2593,C0588,Wiam El Amrani,65+,f,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2594,C0662,Imane Ouazzani,65+,f,Marrakech,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2595,C0865,Khadija Idrissi,65+,f,Nador,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2596,C3933,Ahmed Chaoui,65+,m,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2597,C4168,Abdel Idrissi,18-24,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2598,C4616,Hajar Chaoui,65+,f,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2599,C1014,Brahim Idrissi,55-64,m,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2600,C3348,Loubna Chraibi,45-54,f,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2601,C0998,Abdel Ziani,65+,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2602,C2757,Wiam Naciri,25-34,f,Nador,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2603,C2960,Noura Tazi,18-24,f,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2604,C0559,Brahim Naciri,35-44,m,Salé,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2605,C4579,Omar Ouazzani,65+,m,Marrakech,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2606,C2257,Khalid Moussaoui,65+,m,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2607,C1200,Ahmed Benslimane,55-64,m,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2608,C4836,Wiam Benslimane,55-64,f,Béni Mellal,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2609,C0120,Rachid Kettani,35-44,m,Marrakech,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2610,C1460,Karim Fassi,35-44,m,Oujda,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2611,C4266,Abdel Benkirane,65+,m,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2612,C2219,Hanane Benslimane,45-54,f,Casablanca,Non renseignée,Silver,Bouche-à-oreille,2026-04-24,9999-12-31,True
2613,C0550,Ilyas Benkirane,45-54,m,Fès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2614,C2914,Brahim Bouzid,35-44,m,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2615,C1285,Khadija Ouazzani,65+,f,Meknès,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
2616,C4344,Omar Mansouri,35-44,m,Béni Mellal,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2617,C4902,Houda Regragui,25-34,f,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2618,C0381,Samira Benkirane,35-44,f,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2619,C3199,Ilyas Sabri,65+,m,Tanger,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2620,C1004,Adil Squalli,45-54,m,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2621,C4076,Imane Moussaoui,25-34,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2622,C3092,Sanaa Benkirane,65+,f,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2623,C4028,Laila Filali,25-34,f,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2624,C1539,Sara Filali,65+,f,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2625,C2747,Rachid El Amrani,25-34,m,El Jadida,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2626,C4278,Hajar Benslimane,35-44,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2627,C2381,Youssef Rahmani,25-34,m,Tétouan,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2628,C1186,Hamza El Amrani,18-24,m,Rabat,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
2629,C1313,Mehdi Ziani,35-44,m,Kénitra,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
2630,C4785,Hamza Bouzid,55-64,m,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2631,C1331,Karim Tahiri,65+,m,Marrakech,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2632,C4494,Khalid Tazi,65+,m,Salé,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2633,C2759,Nadia Ouazzani,55-64,f,Marrakech,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2634,C0842,Khalid Regragui,25-34,m,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2635,C4466,Houda Fassi,18-24,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2636,C1584,Fatima Naciri,65+,f,El Jadida,Non renseignée,Silver,Email Marketing,2026-04-24,9999-12-31,True
2637,C0391,Mohammed Alaoui,18-24,m,Nador,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2638,C2975,Zakaria Guessous,65+,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2639,C4133,Zakaria El Amrani,65+,m,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2640,C3276,Brahim Bennani,55-64,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2641,C0935,Hassan Regragui,25-34,m,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2642,C4931,Hassan Kettani,35-44,m,Meknès,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
2643,C3657,Karim Ouazzani,65+,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2644,C0634,Zineb Moussaoui,25-34,f,Agadir,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
2645,C3743,Laila Squalli,35-44,f,Kénitra,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2646,C0569,Samira Guessous,35-44,f,Casablanca,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
2647,C3772,Ahmed Ziani,35-44,m,Nador,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2648,C1953,Ghita Berrada,18-24,f,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2649,C4225,Loubna Mansouri,55-64,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2650,C3589,Meryem El Khoury,65+,f,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2651,C4415,Ilyas Sabri,18-24,m,Béni Mellal,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2652,C4637,Amine Fassi,65+,m,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2653,C1966,Omar Rahmani,45-54,m,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2654,C4396,Noura Berrada,45-54,f,Tétouan,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2655,C3752,Reda Idrissi,65+,m,Meknès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2656,C1802,Khadija Bouzid,65+,f,Mohammedia,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2657,C2556,Fatima El Amrani,65+,f,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2658,C3064,Abdel Kettani,65+,m,Mohammedia,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
2659,C2264,Amine Tahiri,35-44,m,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2660,C1645,Reda Benkirane,65+,m,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2661,C2439,Rachid Sabri,25-34,m,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2662,C4842,Zineb Berrada,35-44,f,Salé,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
2663,C3096,Ilyas Hakimi,25-34,m,Béni Mellal,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2664,C2575,Hassan Kettani,65+,m,El Jadida,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
2665,C0217,Imane Filali,65+,f,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2666,C4284,Samira Hajji,35-44,f,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2667,C0651,Youssef Tazi,55-64,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2668,C3557,Amina Idrissi,35-44,f,Rabat,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
2669,C3497,Samira Idrissi,55-64,f,Béni Mellal,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2670,C0424,Ghita Kettani,25-34,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2671,C2166,Reda El Khoury,55-64,m,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2672,C4867,Zakaria Naciri,25-34,m,Nador,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
2673,C4105,Zineb Bouzid,65+,f,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2674,C2308,Aicha Guessous,35-44,f,Casablanca,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
2675,C4055,Salma Squalli,45-54,f,Fès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2676,C1561,Soufiane Hajji,65+,m,Meknès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2677,C3624,Ahmed Mansouri,65+,m,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2678,C4060,Mohammed Ziani,65+,m,Béni Mellal,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2679,C3675,Hamza Benslimane,35-44,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2680,C0774,Khadija Chaoui,55-64,f,Rabat,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
2681,C1280,Hamza Berrada,35-44,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2682,C3601,Noura Idrissi,65+,f,Meknès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2683,C3442,Sara Benkirane,45-54,f,El Jadida,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2684,C2787,Ahmed El Khoury,25-34,m,Meknès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2685,C1569,Loubna Tazi,45-54,f,Marrakech,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2686,C2281,Meryem Alaoui,35-44,f,Agadir,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
2687,C2420,Sanaa Lahlou,25-34,f,Casablanca,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
2688,C2803,Salma El Khoury,65+,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2689,C0288,Samira Ziani,55-64,f,Salé,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
2690,C0724,Amine Idrissi,35-44,m,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2691,C1424,Houda Ouazzani,65+,f,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2692,C5000,Omar Moussaoui,65+,m,Oujda,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
2693,C2627,Abdel Kettani,65+,m,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2694,C1241,Zineb Hakimi,65+,f,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2695,C5127,Soufiane Naciri,55-64,f,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
2696,C1573,Hanane Regragui,55-64,f,El Jadida,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2697,C2368,Soufiane Ouazzani,45-54,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2698,C3272,Meryem Tahiri,55-64,f,Mohammedia,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2699,C0927,Meryem Hajji,25-34,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2700,C0031,Sanaa Regragui,45-54,f,Salé,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2701,C1566,Sanaa Bouzid,65+,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
2702,C2180,Ahmed Benkirane,18-24,m,Meknès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
2703,C2241,Wiam Fassi,45-54,f,Tétouan,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
2704,C4880,Ahmed Chraibi,55-64,m,Rabat,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
2705,C4312,Ilyas Chaoui,45-54,m,Kénitra,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
2706,C4754,Noura Hakimi,55-64,f,Béni Mellal,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
2707,C0735,Amine Chraibi,18-24,m,Meknès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
2708,C4205,Karim Alaoui,45-54,m,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
2709,C4586,Hassan Idrissi,35-44,m,Kénitra,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
